,index,Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Executive Gender,Executive Ethnicity,County,Neighborhood,SIC Code 1,SIC Code 1 Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Employee Size Actual,Location Sales Volume Range,Location Sales Volume Actual,Type of Business,Location Type,Square Footage,Credit Score Alpha,Credit Score Numeric ,Rent Expenses,Latitude,Longitude,Record Type,Rent per Square Foot
625,955,Burger King,James,Froio,100 Washington St,Dorchester,MA,2121,Male,Mediterranean,Suffolk,Dudley-Brunswick King,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,44,$1-2.5 Million,"$2,447,000",Private,Branch,3749.5,A+,100,17500.0,42.305953,-71.080321,Verified,4.67
626,956,Burger King,,,100 William T Morrissey Blvd,Dorchester,MA,2125,,Uncoded,Suffolk,Columbia Point,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,25,$1-2.5 Million,"$1,867,000",Private,Branch,750.0,A,94,175000.0,42.314279,-71.039873,Verified,233.33
627,957,Burger King,Katty,Dalence,1208 Dorchester Ave,Dorchester,MA,2125,Female,Uncoded,Suffolk,Columbia Point,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,30,$1-2.5 Million,"$2,240,000",Private,Branch,3749.5,A+,98,17500.0,42.309276000000004,-71.057796,Verified,4.67
628,961,Burger King,Tara,Pina,300 Terminal C # 10,East Boston,MA,2128,Female,Hispanic,Suffolk,,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,25,$1-2.5 Million,"$1,867,000",Private,Branch,3749.5,B,83,37500.0,42.366677,-71.01643100000001,Verified,10.0
629,962,Burger King,Said,Amraoui,944 Bennington St,East Boston,MA,2128,Male,Middle Eastern,Suffolk,Harbor View-Orient Heights,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,30,$1-2.5 Million,"$2,240,000",Private,Branch,750.0,A+,100,175000.0,42.386146000000004,-71.009636,Verified,233.33
630,963,Burger King,,,Terminal E,East Boston,MA,2128,,Uncoded,Suffolk,,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,25,$1-2.5 Million,"$1,867,000",Private,Branch,3749.5,A+,96,17500.0,42.377292,-71.032514,Verified,4.67
631,964,Burger King,Karen,Bush,885 Cummins Hwy,Mattapan,MA,2126,Female,Western Europe,Suffolk,Mattapan Square,581208,Restaurants,722513,Limited-Service Restaurants,20 to 49,25,$1-2.5 Million,"$1,867,000",Private,Branch,3749.5,A+,99,17500.0,42.268229,-71.095807,Verified,4.67
632,965,Burgess Realty Group,Shawn,Burgess,659 Washington St,Dorchester,MA,2124,Male,Western Europe,Suffolk,Codman Square-East Codman Hill,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,3749.5,A+,95,5000.0,42.288754,-71.071182,Verified,1.33
633,966,Burgoyne Rest Home,Willard,Basler,53 Hartford St,Dorchester,MA,2125,Male,Western Europe,Suffolk,Dudley-Brunswick King,805901,Rest Homes,623110,Nursing Care Facilities (Skilled Nursing Fclts),5 to 9,5,"Less Than $500,000","$384,000",Private,Single Loc,3749.5,A,93,17500.0,42.314586,-71.073311,Verified,4.67
634,967,Burko Creative,Jesscia,Gee-Burko,35 Wareham St,Roxbury,MA,2118,Female,Western Europe,Suffolk,South End,599969,Art Galleries & Dealers,453920,Art Dealers,1 to 4,3,"$500,000-1 Million","$851,000",Private,Single Loc,3749.5,C+,75,17500.0,42.339372999999995,-71.068101,Verified,4.67
635,969,Burro Bar,,,1357 Washington St,Roxbury,MA,2118,,Uncoded,Suffolk,South End,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,B,81,37500.0,42.341667,-71.069282,Verified,10.0
636,972,Burton Associates Real Estate,Gregory,Burton,392 Warren St # A,Roxbury,MA,2119,Male,Western Europe,Suffolk,Sav-Mor,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,10 to 19,16,$2.5-5 Million,"$2,926,000",Private,Single Loc,7499.5,A+,100,75000.0,42.317577,-71.081951,Verified,10.0
637,974,Busy Bee Day Care Ctr Inc,,,100 Hutchings St,Dorchester,MA,2121,,Uncoded,Suffolk,Washington Park,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,7499.5,A,93,37500.0,42.311301,-71.091657,Verified,5.0
638,975,Butterfly Home Family Day Care,Dargelys,Gonzalez,39 Colonial Ave,Dorchester,MA,2124,Male,Hispanic,Suffolk,,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,7499.5,B,82,37500.0,42.290642999999996,-71.07674300000001,Verified,5.0
639,976,Buzga Realty,Kobakhidze,Nata,3 Bayside St,Dorchester,MA,2125,,African American,Suffolk,,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,7499.5,B+,86,37500.0,42.309017,-71.050517,Verified,5.0
640,978,Byrne & Drechsler,James E,Byrne,50 Redfield St # 201,Dorchester,MA,2122,Male,Western Europe,Suffolk,Neponset,811103,Attorneys,541110,Offices Of Lawyers,10 to 19,14,$2.5-5 Million,"$4,844,000",Private,Single Loc,69999.5,A+,100,375000.0,42.288102,-71.041922,Verified,5.36
641,979,C & E Convenience Corp,Khalid,Abboud,1886 Dorchester Ave,Dorchester,MA,2124,Male,Middle Eastern,Suffolk,Ashmont,541103,Convenience Stores,445120,Convenience Stores,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,3749.5,C+,75,5000.0,42.286408,-71.063852,Verified,1.33
642,980,C & J Auto Repair & Collision,Joseph,Fragoso,41 Ripley Rd,Dorchester,MA,2121,Male,Hispanic,Suffolk,Codman Square-East Codman Hill,753801,Automobile Repairing & Service,811111,General Automotive Repair,5 to 9,7,"$500,000-1 Million","$940,000",Private,Single Loc,1999.5,A,90,37500.0,42.299957,-71.076231,Verified,18.75
643,981,C & K Hardwood Floor,Chien T,Nguyen,17 Leedsville St,Dorchester,MA,2122,Male,Far Eastern,Suffolk,,242604,Hardwood Flooring (Mfrs),321918,Other Millwork (Including Flooring),1 to 4,1,"Less Than $500,000","$113,000",Private,Single Loc,1999.5,C,71,5000.0,42.305078,-71.059899,Verified,2.5
644,982,C & R Automotive,Carlos I,Rodriguez,1091 Bennington St,East Boston,MA,2128,Male,Hispanic,Suffolk,Harbor View-Orient Heights,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,1999.5,B,83,17500.0,42.387563,-71.003054,Verified,8.75
645,984,C F I Boston,Iqbal,Shaheen,315 Freeport St,Dorchester,MA,2122,Male,South Asian,Suffolk,,509905,Importers (Whls),423990,Other Miscellaneous Durable Goods Merchant Whlsrs,5 to 9,6,$5-10 Million,"$6,997,000",Private,Single Loc,7499.5,B,80,37500.0,42.301788,-71.05140300000001,Verified,5.0
646,985,C J Cleaning Svc,Carmen C,Tejada,220 Waldemar Ave # 42,East Boston,MA,2128,Female,Hispanic,Suffolk,Harbor View-Orient Heights,734915,Cleaning Services-Industrial,238990,All Other Specialty Trade Contractors,1 to 4,2,"Less Than $500,000","$265,000",Private,Single Loc,750.0,C,71,5000.0,42.393294,-71.009141,Verified,6.67
647,986,C J Consulting Inc,Joyce P,Amico,166 Columbia Rd,Dorchester,MA,2121,Female,Mediterranean,Suffolk,Dudley-Brunswick King,874899,Consultants-Business NEC,541618,Other Management Consulting Services,5 to 9,7,$1-2.5 Million,"$1,872,000",Private,Single Loc,14999.5,C+,78,37500.0,42.306467,-71.07827900000001,Verified,2.5
648,987,C J's Travel,Charmine R,Josephs,24 Wellington Hill St,Mattapan,MA,2126,Female,Western Europe,Suffolk,,472402,Travel Agencies & Bureaus,561510,Travel Agencies,1 to 4,3,"$500,000-1 Million","$807,000",Private,Single Loc,750.0,C+,78,5000.0,42.279942,-71.094278,Verified,6.67
649,988,C J's World Inc,Ayanna,Shelton,318 Fuller St,Dorchester,MA,2124,Female,African American,Suffolk,West Codman Hill-West Lower Mills,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,3749.5,B,81,17500.0,42.279876,-71.080237,Verified,4.67
650,989,C L C S Realty Corp,Donna E,Cohen,2120 Dorchester Ave,Dorchester,MA,2124,Female,Not Available,Suffolk,Lower East Mills-Cedar Grove,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,7499.5,A,90,37500.0,42.277396,-71.065726,Verified,5.0
651,990,C L S Communications,Chantale A,Nelson,1330 Blue Hill Ave,Mattapan,MA,2126,Female,Western Europe,Suffolk,Wellington Hill,489903,Communications,517919,All Other Telecommunications,1 to 4,4,$1-2.5 Million,"$2,287,000",Private,Single Loc,1999.5,C+,78,5000.0,42.278325,-71.09324000000001,Verified,2.5
652,991,C R A Leadership,Kali,Chung,51 Goodale Rd,Mattapan,MA,2126,Female,Far Eastern,Suffolk,,829911,Management Training,611430,Professional & Management Devmnt Training,1 to 4,4,,$0,Private,Single Loc,1999.5,C+,76,5000.0,42.283959,-71.09376800000001,Verified,2.5
653,992,C R Technologies,Raymond,Cunnin,26 Corbet St,Dorchester,MA,2124,Male,Uncoded,Suffolk,,737109,Information Technology Services,541511,Custom Computer Programming Services,10 to 19,13,$1-2.5 Million,"$2,306,000",Private,Single Loc,14999.5,B+,85,37500.0,42.282626,-71.083584,Verified,2.5
654,993,C V Tile & Mansonry,,,42 Julian St # 1,Dorchester,MA,2125,,Uncoded,Suffolk,,174101,Masonry Contractors,238140,Masonry Contractors,1 to 4,2,"Less Than $500,000","$429,000",Private,Single Loc,1999.5,C+,76,5000.0,42.31955,-71.07568,Verified,2.5
655,994,Cabana Grill,Fernando M,Falcon,254 Bennington St,East Boston,MA,2128,Male,Hispanic,Suffolk,Central Maverick Square-Paris Street,581208,Restaurants,722511,Full-Service Restaurants,1 to 4,4,"Less Than $500,000","$299,000",Private,Single Loc,1999.5,A,90,17500.0,42.378608,-71.02935699999999,Verified,8.75
656,997,Cactus Grill,Marvin,Villanueva,44 Maverick Sq,East Boston,MA,2128,Male,Hispanic,Suffolk,Central Maverick Square-Paris Street,581208,Restaurants,722511,Full-Service Restaurants,10 to 19,10,"$500,000-1 Million","$747,000",Private,Single Loc,3749.5,A,93,37500.0,42.370135999999995,-71.03916600000001,Verified,10.0
657,998,Cadexco,Michael B,Instervil,526 River St,Mattapan,MA,2126,Male,Uncoded,Suffolk,Mattapan Square,594201,Book Dealers-Retail,451211,Book Stores,1 to 4,1,"Less Than $500,000","$219,000",Private,Single Loc,3749.5,C+,78,17500.0,42.267216999999995,-71.094381,Verified,4.67
658,1002,Cafe Presto,,,1 Hotel Dr,East Boston,MA,2128,,Uncoded,Suffolk,Jeffries Point,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,750.0,B+,85,5000.0,42.367642,-71.023038,Verified,6.67
659,1003,Cahill Associates,David,Cahill,1544 Dorchester Ave,Dorchester,MA,2122,Male,Western Europe,Suffolk,Fields Corner East,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,10 to 19,19,$2.5-5 Million,"$3,474,000",Private,Single Loc,7499.5,A+,100,75000.0,42.297804,-71.06064,Verified,10.0
660,1005,Cake Pops Boston,,,2267 Dorchester Ave,Dorchester,MA,2124,,Uncoded,Suffolk,West Codman Hill-West Lower Mills,546102,Bakers-Retail,311811,Retail Bakeries,5 to 9,6,"Less Than $500,000","$412,000",Private,Single Loc,3749.5,B,83,17500.0,42.273087,-71.068031,Verified,4.67
661,1006,Caldeonia Construction,Thomas,Caulfield,119 Sydney St # 121,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,571211,Kitchen Cabinets & Equipment-Household,337110,Wood Kitchen Cabinet & Countertop Manufacturing,1 to 4,1,"Less Than $500,000","$310,000",Private,Single Loc,3749.5,C+,76,17500.0,42.315667,-71.052367,Verified,4.67
662,1007,Cali For Nails Academy,Anh,Huynh,204 Adams St,Dorchester,MA,2122,Female,Far Eastern,Suffolk,Meeting House Hill,824903,Schools-Trade & Vocational,611519,Other Technical & Trade Schools,1 to 4,3,,$0,Private,Single Loc,14999.5,I,88,17500.0,42.302167,-71.05997099999999,Verified,1.17
663,1008,Calixte Dorisca Insurance,Calixte,Dorisca,1428 Dorchester Ave,Dorchester,MA,2122,Male,Uncoded,Suffolk,Fields Corner East,641112,Insurance,524210,Insurance Agencies & Brokerages,1 to 4,3,"$500,000-1 Million","$677,000",Private,Single Loc,3749.5,A+,95,5000.0,42.302312,-71.059335,Verified,1.33
664,1010,Callianos Insurance Agcy,,,21 Roxbury St,Roxbury,MA,2119,,Uncoded,Suffolk,Lower Roxbury,641112,Insurance,524210,Insurance Agencies & Brokerages,1 to 4,4,"$500,000-1 Million","$902,000",Private,Single Loc,3749.5,A,91,5000.0,42.329716999999995,-71.085111,Verified,1.33
665,1015,Cambridge Historical Tours,,,7 School Street Pl,Roxbury,MA,2119,,Uncoded,Suffolk,Egleston Square,472501,Tours-Operators & Promoters,561520,Tour Operators,5 to 9,8,$2.5-5 Million,"$2,527,000",Private,Single Loc,3749.5,C+,76,17500.0,42.313406,-71.096986,Verified,4.67
666,1016,Camden Food Co,,,300 Terminal C # Ce7,East Boston,MA,2128,,Uncoded,Suffolk,,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,29999.5,B+,86,37500.0,42.366677,-71.01643100000001,Verified,1.25
667,1017,Camden Motor Co Inc,William H,Camden,181 Gallivan Blvd,Dorchester,MA,2124,Male,Western Europe,Suffolk,Lower East Mills-Cedar Grove,551103,Automobile Dealers-Used Cars,441120,Used Car Dealers,1 to 4,2,$1-2.5 Million,"$1,106,000",Private,Single Loc,1999.5,B,81,5000.0,42.278374,-71.06978199999999,Verified,2.5
668,1018,Camille Cab Inc,,,530 River St,Mattapan,MA,2126,,Uncoded,Suffolk,Mattapan Square,412101,Taxicabs & Transportation Service,485310,Taxi Service,10 to 19,12,"$500,000-1 Million","$807,000",Private,Single Loc,29999.5,B,83,37500.0,42.267228,-71.094337,Verified,1.25
669,1019,Camilo Liquor & Market,,,7 Edgewater Dr,Mattapan,MA,2126,,Uncoded,Suffolk,Mattapan Square,592102,Liquors-Retail,445310,"Beer, Wine & Liquor Stores",1 to 4,4,$1-2.5 Million,"$1,044,000",Private,Single Loc,750.0,B+,85,5000.0,42.266652,-71.095484,Verified,6.67
670,1020,Caminito De Esenanza,Lucy,Aguasvivas,126 Hamilton St,Dorchester,MA,2125,Female,Hispanic,Suffolk,,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,7499.5,B+,86,37500.0,42.306977,-71.067707,Verified,5.0
671,1022,Campbell Flaherty & Ring Ins,David C,Campbell,176 Minot St,Dorchester,MA,2122,Male,Western Europe,Suffolk,Neponset,641112,Insurance,524210,Insurance Agencies & Brokerages,1 to 4,4,"$500,000-1 Million","$902,000",Private,Single Loc,3749.5,A+,96,5000.0,42.283608,-71.05432900000001,Verified,1.33
672,1024,Canavan John A III Law Ofc,John A,Canavan,512 Gallivan Blvd,Dorchester,MA,2124,Male,Western Europe,Suffolk,Neponset,811103,Attorneys,541110,Offices Of Lawyers,1 to 4,1,"Less Than $500,000","$346,000",Private,Single Loc,1999.5,A,91,17500.0,42.282871,-71.055449,Verified,8.75
673,1025,Canton Corp,Fred,Fairfield,26 Waverly St,Roxbury,MA,2119,Male,Western Europe,Suffolk,Sav-Mor,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),10 to 19,13,$5-10 Million,"$7,763,000",Private,Single Loc,14999.5,A,90,37500.0,42.321337,-71.08063100000001,Verified,2.5
674,1026,Canton Eatery,Guang,Hung,339 Meridian St,East Boston,MA,2128,Male,Far Eastern,Suffolk,Eagle Hill,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,5,"Less Than $500,000","$374,000",Private,Single Loc,1999.5,A,91,17500.0,42.378309,-71.038978,Verified,8.75
675,1027,Canton House,,,1728 Dorchester Ave,Dorchester,MA,2124,,Uncoded,Suffolk,St. Marks,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,93,17500.0,42.290978,-71.062655,Verified,4.67
676,1028,Canton House,,,6 Hancock St,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,581208,Restaurants,722511,Full-Service Restaurants,1 to 4,3,"Less Than $500,000","$224,000",Private,Single Loc,1999.5,A,90,5000.0,42.3156,-71.065922,Verified,2.5
677,1029,Cape Ann Courier,Mike,Coyle,580 Chelsea St # 211,East Boston,MA,2128,Male,Western Europe,Suffolk,Harbor View-Orient Heights,421501,Courier Services,492110,Couriers & Express Delivery Services,1 to 4,1,"Less Than $500,000","$176,000",Private,Single Loc,3749.5,C+,75,17500.0,42.384067,-71.022624,Verified,4.67
678,1030,Cape Cod Cat Club Inc,Sean M,Kelley,23 Moultrie St,Dorchester,MA,2124,Male,Western Europe,Suffolk,St. Marks,864108,Clubs,813410,Civil & Social Organizations,5 to 9,5,,$0,Private,Single Loc,1999.5,I,78,5000.0,42.291789,-71.069266,Verified,2.5
679,1031,Cape Verdean Adult Day Health,Lucy,Dasilva,34 Hancock St,Dorchester,MA,2125,Female,Hispanic,Suffolk,Uphams Corner-Jones Hill,832210,Day Care Centers-Adult,624120,Services For The Elderly/Persons With Disabilities,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,7499.5,B,84,17500.0,42.314401000000004,-71.065619,Verified,2.33
680,1032,Cape Verdean Community Unido,Paulo A,DE Barros,278 Bowdoin St,Dorchester,MA,2122,Male,Hispanic,Suffolk,Bowdoin North-Mount Bowdoin,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,3749.5,B+,85,37500.0,42.3076,-71.066771,Verified,10.0
681,1033,Cape Verdean Liquors,Laura A,Correia,690 Columbia Rd,Dorchester,MA,2125,Female,Hispanic,Suffolk,Uphams Corner-Jones Hill,592102,Liquors-Retail,445310,"Beer, Wine & Liquor Stores",1 to 4,1,"Less Than $500,000","$261,000",Private,Single Loc,750.0,B,80,5000.0,42.320145000000004,-71.062557,Verified,6.67
682,1034,Cape Verdean Police Assn Inc,Melinda,Santos,12 Greenheys St,Dorchester,MA,2121,Female,Hispanic,Suffolk,Dudley-Brunswick King,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,3749.5,B,80,17500.0,42.311444,-71.074288,Verified,4.67
683,1036,Capehart Asset & Liability,Lamar,Capehart,7 Gayland St,Dorchester,MA,2125,Male,African American,Suffolk,,729999,Miscellaneous Personal Services NEC,812990,All Other Personal Services,1 to 4,1,"Less Than $500,000","$54,000",Private,Single Loc,750.0,C,73,5000.0,42.320069000000004,-71.076796,Verified,6.67
684,1039,Capital Garage Door,,,1271 Dorchester Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,521101,Doors-Garage,444190,Other Building Material Dealers,5 to 9,5,$1-2.5 Million,"$2,397,000",Private,Single Loc,14999.5,B,81,37500.0,42.307424,-71.058842,Verified,2.5
685,1040,Capitol Waste Svc,Michael J,Merullo,1222 Bennington St,East Boston,MA,2128,Male,Uncoded,Suffolk,,495302,Garbage Collection,562119,Other Waste Collection,100 to 249,150,$20-50 Million,"$44,472,000",Private,Single Loc,100000.0,A+,95,500000.0,42.389783,-70.997721,Verified,5.0
686,1043,Cappy's Convenience Store,Nick,Patel,949 Dorchester Ave,Dorchester,MA,2125,Male,South Asian,Suffolk,Columbia Point,554101,Service Stations-Gasoline & Oil,447190,Other Gasoline Stations,1 to 4,3,$2.5-5 Million,"$3,672,000",Private,Single Loc,750.0,B+,87,5000.0,42.318625,-71.056916,Verified,6.67
687,1044,Captain Harris Suites,,,23 Athelwold St,Dorchester,MA,2124,,,Suffolk,,701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,10 to 19,16,$1-2.5 Million,"$2,379,000",Private,Single Loc,29999.5,A,91,75000.0,42.296331,-71.076459,Verified,2.5
688,1045,Captured Dreams,John,Elbert,19 Wardman Rd,Roxbury,MA,2119,Male,Western Europe,Suffolk,Washington Park,738944,Events-Special,711310,Promoters With Facilities,1 to 4,3,"Less Than $500,000","$432,000",Private,Single Loc,1999.5,C,70,5000.0,42.315104999999996,-71.095246,Verified,2.5
689,1046,Car Alarm Systems,Nam,Trinh,918 Dorchester Ave,Dorchester,MA,2125,Male,Far Eastern,Suffolk,Columbia Point,553107,Automobile Alarms,441310,Automotive Parts & Accessories Stores,1 to 4,3,"Less Than $500,000","$473,000",Private,Single Loc,1999.5,A,90,17500.0,42.31961,-71.056432,Verified,8.75
690,1047,Cardinal Medeiros Manor,Michelle,Archer,11 Woodcliff St,Dorchester,MA,2125,Female,Western Europe,Suffolk,Dudley-Brunswick King,651303,Apartments,531110,Lessors Of Residential Buildings & Dwellings,1 to 4,2,$1-2.5 Million,"$1,848,000",Private,Single Loc,3749.5,B+,85,75000.0,42.315917,-71.077446,Verified,20.0
691,1048,Cardio & Praise Dance By Carla,Carla,Webster-Reid,12 Colonial Ave,Dorchester,MA,2124,Female,Western Europe,Suffolk,,809921,Wellness Programs,621999,All Other Misc Ambulatory Health Care Services,5 to 9,8,$1-2.5 Million,"$1,737,000",Private,Single Loc,3749.5,C+,78,17500.0,42.290698,-71.075123,Verified,4.67
692,1051,Cargo Development Group,,,62 Harborside Dr,East Boston,MA,2128,,Uncoded,Suffolk,,451202,Air Cargo Service,481112,Scheduled Freight Air Transportation,5 to 9,8,$5-10 Million,"$6,589,000",Private,Single Loc,29999.5,B+,85,37500.0,42.377292,-71.032514,Verified,1.25
693,1052,Caribbean Rhythm Restaurant,,,736 Blue Hill Ave,Dorchester,MA,2121,,Uncoded,Suffolk,Franklin Field North,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,90,37500.0,42.299744,-71.086061,Verified,10.0
694,1053,Caribe Communications & Publs,Alberto,Vasallo,175 William F Mcclellan Hwy #1,East Boston,MA,2128,Male,Hispanic,Suffolk,Harbor View-Orient Heights,262101,Paper-Manufacturers,322121,Paper (Except Newsprint) Mills,10 to 19,18,$10-20 Million,"$11,739,000",Private,Single Loc,100000.0,A,94,375000.0,42.386129,-71.019194,Verified,3.75
