Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Credit Score Alpha,Executive Gender,Executive Title,Fax Number Combined,IUSA Number,Location Employee Size Range,Location Sales Volume Range,Phone Number Combined,Primary SIC Code,Primary SIC Description,SIC Code 1,SIC Code 1 Description,Record Type
P S Gourmet Coffee,James,Fallon,758 Adams St,Dorchester,MA,2122,A,Male,Owner,,42-116-9813,5 to 9,"Less Than $500,000",(617) 929-4020,581228,Coffee Shops,581228,Coffee Shops,Closed/Out of Business
Pantson Design,Jonathan,Meltzer,145 Neponset Ave # 2,Dorchester,MA,2122,C+,Male,Principal,,40-769-5632,1 to 4,"Less Than $500,000",(617) 265-5666,899999,Services NEC,899999,Services NEC,Closed/Out of Business
Parks Paul Development Co,Paul,Parks,78 Woodhaven St,Mattapan,MA,2126,U,Male,Principal,,40-772-5899,,,(617) 298-0183,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Parziale, Nicholas MD",Nicholas,Parziale,41 Mallon Rd,Dorchester,MA,2121,A,Male,,7817443447,71-771-0347,1 to 4,"$500,000-1 Million",(781) 744-5100,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Pastorello, Jean M Np",Jean M,Pastorello,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,63-615-6473,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Payless Shoe Source,Teddy,Kwallah,512 Geneva Ave,Dorchester,MA,2122,B+,Male,Site Manager,,90-119-1502,5 to 9,$1-2.5 Million,(617) 825-5757,566101,Shoes-Retail,566101,Shoes-Retail,Closed/Out of Business
Payless Shoe Source,Michele,Reid,786 Dudley St,Dorchester,MA,2125,B+,Female,Site Manager,,44-915-0127,1 to 4,"$500,000-1 Million",(617) 288-3202,566101,Shoes-Retail,566101,Shoes-Retail,Closed/Out of Business
Payless Shoe Source,Lola,Acilola,1624 Blue Hill Ave,Mattapan,MA,2126,B+,Female,Site Manager,,46-559-5791,1 to 4,"$500,000-1 Million",(617) 298-6971,566101,Shoes-Retail,566101,Shoes-Retail,Closed/Out of Business
Payless Shoe Source,Maria,Correia,2189 Washington St,Roxbury,MA,2119,B+,Female,Manager,,41-835-8446,1 to 4,"$500,000-1 Million",(617) 442-4493,566101,Shoes-Retail,566101,Shoes-Retail,Closed/Out of Business
Pearson 365 Intl Owne,,,PO Box 465,East Boston,MA,2128,U,,,,71-343-6614,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Peninsula Of Boston Inc,,,95 Topeka St,Roxbury,MA,2118,U,,,,72-070-8208,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Penske Truck Rental,,,5 Allstate Rd,Dorchester,MA,2125,B,,,,42-515-0439,1 to 4,$1-2.5 Million,(617) 442-2517,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
Penske Truck Rental,,,,Roxbury,MA,2119,B+,,,,21-914-7972,1 to 4,$1-2.5 Million,(617) 541-0711,751303,Truck Renting & Leasing,751303,Truck Renting & Leasing,Closed/Out of Business
Philcomp Computer Svc,,,1690a Dorchester Ave,Dorchester,MA,2122,B,,,,99-753-2254,1 to 4,"Less Than $500,000",(617) 265-1910,737801,Computers-Service & Repair,737801,Computers-Service & Repair,Closed/Out of Business
Phillips Old Colony Hse Rstrnt,Phillip,Strazzulla,780 William T Morrissey Blvd,Dorchester,MA,2122,A+,Male,President,6172827999,00-327-6375,50 to 99,$2.5-5 Million,(617) 282-7700,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Piekarski, Rebecca MD",Rebecca,Piekarski,1353 Dorchester Ave,Dorchester,MA,2122,B+,Female,,,71-723-9176,1 to 4,"$500,000-1 Million",(617) 288-3230,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Pierre, Marguerite",Marguerite,Pierre,415 Neponset Ave # 3,Dorchester,MA,2122,B,Female,,,70-750-2775,1 to 4,"Less Than $500,000",(857) 217-3700,832282,Counselors,832282,Counselors,Closed/Out of Business
"Pierre-Louis, Gardine",Gardine,Pierre-Louis,520 Dudley St,Roxbury,MA,2119,B,Female,,,70-750-5262,1 to 4,"Less Than $500,000",(617) 989-9499,832282,Counselors,832282,Counselors,Closed/Out of Business
Pine Street Inn,,,5 Dawes Ter,Dorchester,MA,2125,I,,,,70-651-2221,10 to 19,"$500,000-1 Million",(617) 506-0700,832241,Homeless Shelters,832241,Homeless Shelters,Closed/Out of Business
Pisces Hair Place,Carmen,Jimenez,6 Hancock St # A,Dorchester,MA,2125,B+,Female,Owner,,10-730-7290,1 to 4,"Less Than $500,000",(617) 265-2460,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Pls Check Cashing,Gretchen,Vasquez,1965 Columbus Ave,Roxbury,MA,2119,B,Female,Site Manager,6179833748,71-507-9798,5 to 9,$5-10 Million,(617) 983-3747,609903,Check Cashing Service,609903,Check Cashing Service,Closed/Out of Business
"Politano, Nora T Np",Nora T,Politano,415 Columbia Rd,Dorchester,MA,2125,B+,Female,,,40-115-6182,1 to 4,"Less Than $500,000",(617) 740-8000,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Pooped Pooch Playhouse,,,168 Neponset Ave,Dorchester,MA,2122,B,,,,71-717-7652,1 to 4,"Less Than $500,000",(617) 506-1013,75204,Pet Washing & Grooming,75204,Pet Washing & Grooming,Closed/Out of Business
Port Authority Of Ny & Nj,,,1 Harborside Dr,East Boston,MA,2128,B+,,,,71-344-8954,50 to 99,$10-20 Million,(212) 435-7000,458118,Airport Services,458118,Airport Services,Closed/Out of Business
Portside Apartment Devlprs LLC,,,,East Boston,MA,2128,B,,,,43-833-4315,1 to 4,$1-2.5 Million,(617) 561-9505,655202,Real Estate Developers,655202,Real Estate Developers,Closed/Out of Business
Present Truth,Jorge,Fuerstes,492 Dudley St,Roxbury,MA,2119,I,Male,Manager,,40-769-3369,1 to 4,,(617) 828-7481,869903,Organizations,869903,Organizations,Closed/Out of Business
Project Hip-Hop,,,PO Box 190808,Roxbury,MA,2119,U,,,,71-341-9683,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Prospect Inc,,,10 Meridian St,East Boston,MA,2128,U,,,,72-310-5055,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Quality Roofing Co,Yahya,Abdul-Nur,1 Atherton Pl,Roxbury,MA,2119,B,Male,Owner,,72-025-9665,5 to 9,$1-2.5 Million,Not Available,176109,Roofing Contractors,176109,Roofing Contractors,Closed/Out of Business
Quantum Physical Therapy,Joyce S,Gitangu,2181 Washington St # 305,Roxbury,MA,2119,A,Female,,,69-316-7504,1 to 4,"$500,000-1 Million",(617) 541-0772,802101,Dentists,802101,Dentists,Closed/Out of Business
Quincy Auto Glass Svc,Benjamin,Bennett,491 Quincy St,Dorchester,MA,2125,B,Male,Manager,,71-791-1971,1 to 4,"Less Than $500,000",(617) 245-0334,753602,Automobile Glass-Service & Installation,753602,Automobile Glass-Service & Installation,Closed/Out of Business
Quiznos,Steve,Cao,11 Melnea Cass Blvd,Roxbury,MA,2119,A,Male,Owner,,37-197-7539,5 to 9,"Less Than $500,000",(617) 989-8898,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Quiznos,,,7 Melnea Cass Blvd,Roxbury,MA,2119,A,,,,42-343-0277,5 to 9,"$500,000-1 Million",(617) 989-8898,581208,Restaurants,581208,Restaurants,Closed/Out of Business
R Fuller & Co,Robert,Fuller,75 W Cottage St,Dorchester,MA,2125,A,Male,Owner,,40-773-1204,5 to 9,"$500,000-1 Million",(617) 445-7617,653118,Real Estate,653118,Real Estate,Closed/Out of Business
R G Mearn Co Inc,Peter,Gardiner Jr,157 Hampden St,Roxbury,MA,2119,A+,Male,Owner,6172656562,56-471-8310,10 to 19,$20-50 Million,(617) 445-8665,508203,Safety Equipment & Clothing (Whls),508203,Safety Equipment & Clothing (Whls),Closed/Out of Business
R Zoppo Corp,,,50 Park St,Dorchester,MA,2122,U,,,,70-859-2414,,,(617) 533-7895,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Raczkowski, Ruth A Np",Ruth A,Raczkowski,1135 Morton St,Mattapan,MA,2126,B,Female,,,43-647-6307,1 to 4,"Less Than $500,000",(617) 533-2400,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Radioshack,Nephathly,Nguille,1524 Dorchester Ave,Dorchester,MA,2122,B+,Male,Site Manager,,53-210-6234,5 to 9,$1-2.5 Million,(617) 287-1685,573117,Electronic Equipment & Supplies-Retail,573117,Electronic Equipment & Supplies-Retail,Closed/Out of Business
Radioshack,Jose,Fynseca,192 Border St,East Boston,MA,2128,B+,Male,Site Manager,6175698726,10-747-1104,10 to 19,$2.5-5 Million,(617) 569-7520,573117,Electronic Equipment & Supplies-Retail,573117,Electronic Equipment & Supplies-Retail,Closed/Out of Business
Radioshack,,,110 River St,Mattapan,MA,2126,B,,,,41-105-4746,5 to 9,$1-2.5 Million,(617) 899-0460,573117,Electronic Equipment & Supplies-Retail,573117,Electronic Equipment & Supplies-Retail,Closed/Out of Business
Radioshack,Al,Gutierrez,1615 Blue Hill Ave,Mattapan,MA,2126,B,Male,Site Manager,,66-908-5144,5 to 9,$1-2.5 Million,(617) 296-2082,573117,Electronic Equipment & Supplies-Retail,573117,Electronic Equipment & Supplies-Retail,Closed/Out of Business
Raggae On The Grill,,,143 Washington St,Dorchester,MA,2121,A,,,,40-479-0681,5 to 9,"$500,000-1 Million",(617) 506-1143,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Ramback, Katherine R Np",Katherine R,Ramback,10 Gove St,East Boston,MA,2128,B+,Female,,,42-220-1076,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Randolph Eye Assoc,,,1587 Blue Hill Ave,Mattapan,MA,2126,A,,,,41-592-9359,5 to 9,"$500,000-1 Million",(617) 657-3561,804201,Optometrists OD,804201,Optometrists OD,Closed/Out of Business
"Rasner, Jcamila DDS",Jcamila,Rasner,38 Central Sq,East Boston,MA,2128,A,,,6175675361,42-502-8080,1 to 4,"$500,000-1 Million",(617) 569-3131,802101,Dentists,802101,Dentists,Closed/Out of Business
Re/Max,Lou,Harno,1532 Dorchester Ave,Dorchester,MA,2122,A+,Female,Manager,,25-306-9017,20 to 49,$2.5-5 Million,(617) 979-0001,653118,Real Estate,653118,Real Estate,Closed/Out of Business
Real Truth Seventh-Day,Georges E,Voyard,30 Kenilworth St,Roxbury,MA,2119,I,Male,Religious Dir,,70-776-4823,1 to 4,,Not Available,866107,Churches,866107,Churches,Closed/Out of Business
Regina Etienne,Regina,Etienne,321 Blue Hill Ave,Dorchester,MA,2121,P,Female,,,72-612-5851,1 to 4,"Less Than $500,000",(617) 641-6859,832221,Social Workers,832221,Social Workers,Closed/Out of Business
"Rhodes, Elizabeth A Np",Elizabeth A,Rhodes,230 Bowdoin St,Dorchester,MA,2122,B+,Female,,,40-104-5153,1 to 4,"Less Than $500,000",(617) 754-0100,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Rich Art Auto Body,Jose,Ramos,38 Norfolk Ave,Roxbury,MA,2119,B,Male,Owner,,41-754-2848,1 to 4,"Less Than $500,000",(617) 652-8045,753201,Automobile Body-Repairing & Painting,753201,Automobile Body-Repairing & Painting,Closed/Out of Business
Richardi Automotive,Robert,Richardi,21 Victory Rd,Dorchester,MA,2122,B+,Male,Owner,,85-383-4224,1 to 4,"Less Than $500,000",(617) 436-9441,753801,Automobile Repairing & Service,753801,Automobile Repairing & Service,Closed/Out of Business
Richardson Associates,,,1 Shafter St,Dorchester,MA,2121,U,,,,71-343-9813,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Rideout, Melissa Phd",Melissa,Rideout,100 William T Morrissey Blvd,Dorchester,MA,2125,B+,Female,,,40-086-5257,1 to 4,"Less Than $500,000",(617) 287-5690,804922,Psychologists,804922,Psychologists,Closed/Out of Business
"Rimmer, Robert MD",Robert,Rimmer,200 Bowdoin St,Dorchester,MA,2122,A,Male,,6172965463,88-472-3404,1 to 4,"$500,000-1 Million",(617) 296-4000,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Rita's Daycare,Marquerita,Chisholm,137 Draper St,Dorchester,MA,2122,B,Female,Owner,,44-914-8154,1 to 4,"Less Than $500,000",(617) 436-3717,835101,Child Care Service,835101,Child Care Service,Closed/Out of Business
Rite Aid,Cathy,Tolden,920 Dorchester Ave,Dorchester,MA,2125,A,Female,Manager,,10-730-9643,1 to 4,$1-2.5 Million,(617) 825-2760,591205,Pharmacies,591205,Pharmacies,Closed/Out of Business
"Rivera, Gil",Gil,Rivera,434 Warren St,Dorchester,MA,2121,B,Male,,,70-750-2352,1 to 4,"Less Than $500,000",(617) 989-0292,832282,Counselors,832282,Counselors,Closed/Out of Business
"Roahen, David Dmd",David,Roahen,376 Warren St,Roxbury,MA,2119,B+,Male,,,71-907-2074,1 to 4,"$500,000-1 Million",(617) 445-2222,802101,Dentists,802101,Dentists,Closed/Out of Business
Robert Sutton,Robert,Sutton,12 Magnolia Sq,Dorchester,MA,2125,B,Male,Principal,,40-771-5931,1 to 4,"$500,000-1 Million",(617) 427-2984,738999,Business Services NEC,738999,Business Services NEC,Closed/Out of Business
"Roberts, Caitlin C",Caitlin C,Roberts,10 Gove St,East Boston,MA,2128,B+,Female,,,63-615-8529,1 to 4,"Less Than $500,000",(617) 569-5800,804955,Nurses-Licensed-Anesthetist,804955,Nurses-Licensed-Anesthetist,Closed/Out of Business
Rochelle A Burgos Law Ofc,Lisa,Medeiros,2181 Washington St # 310,Roxbury,MA,2119,A,Female,,,39-256-9638,1 to 4,"$500,000-1 Million",(617) 445-8407,811103,Attorneys,811103,Attorneys,Closed/Out of Business
Rodriguez Towing,Ricardo,Rodriguez,17 Robey St,Roxbury,MA,2119,B,Male,Owner,,53-215-8235,1 to 4,"Less Than $500,000",(617) 541-1948,754901,Wrecker Service,754901,Wrecker Service,Closed/Out of Business
Rooter-Man,,,,Roxbury,MA,2119,B+,,,,40-386-7430,1 to 4,"$500,000-1 Million",(617) 442-6229,171105,Plumbing Contractors,171105,Plumbing Contractors,Closed/Out of Business
Rotisserie,,,651 Warren St,Dorchester,MA,2121,B+,,,,42-594-4265,1 to 4,"Less Than $500,000",(617) 442-3300,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Roxbury Appliance Repair Men,Bella,Nevaex,225 Centre St # D4364,Roxbury,MA,2119,B,Female,General Mgr,,71-730-6347,10 to 19,"$500,000-1 Million",(617) 702-8038,762902,Appliances-Household-Major-Repairing,762902,Appliances-Household-Major-Repairing,Closed/Out of Business
Roxbury Center For The Arts,Michelle,Baxter,184 Dudley St # 102,Roxbury,MA,2119,I,Female,Exec Director,,63-099-0216,1 to 4,,(617) 849-6324,841202,Arts Organizations & Information,841202,Arts Organizations & Information,Closed/Out of Business
Roxbury Comprehensive Health,Leona M,Franklin,435 Warren St,Roxbury,MA,2119,B+,Female,,6174421409,40-116-5333,1 to 4,"Less Than $500,000",(617) 442-7400,804922,Psychologists,804922,Psychologists,Closed/Out of Business
Roxbury Comprehensive Health,Michelle C,Villarta,435 Warren St,Roxbury,MA,2119,A,Female,,6174426261,40-267-1844,1 to 4,"$500,000-1 Million",(617) 442-7400,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Roxbury Comprehensive Health,Allyssa L,Harris,435 Warren St,Roxbury,MA,2119,B+,Female,,6174421409,40-268-1976,1 to 4,"Less Than $500,000",(617) 442-7400,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Roxbury Comprehensive Health,Kimberly N,Haynes,435 Warren St,Roxbury,MA,2119,A,Female,,6174426261,40-325-7187,1 to 4,"$500,000-1 Million",(617) 442-7400,802101,Dentists,802101,Dentists,Closed/Out of Business
Roxbury Prep Charter Sch-Lucy,,,22 Regina Rd,Dorchester,MA,2124,U,,,,71-340-5653,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Roxbury Smoke Shop,,,59 Monadnock St,Dorchester,MA,2125,C+,,,,42-521-6596,1 to 4,"$500,000-1 Million",(617) 282-6100,599301,Cigar Cigarette & Tobacco Dealers-Retail,599301,Cigar Cigarette & Tobacco Dealers-Retail,Closed/Out of Business
Roxbury Youthworks,Jennifer,Resil,57 Savin Hill Ave,Dorchester,MA,2125,I,Female,Manager,,71-980-4403,5 to 9,"Less Than $500,000",(617) 288-6090,832222,Youth Organizations & Centers,832222,Youth Organizations & Centers,Closed/Out of Business
Roy's Diesel Truck Repair,,,71 Proctor St,Roxbury,MA,2119,B,,,,42-385-2897,1 to 4,"Less Than $500,000",(617) 442-9300,753812,Truck-Repairing & Service,753812,Truck-Repairing & Service,Closed/Out of Business
Royal Tree Hair Care & Barber,Belinda,Augustin,612b Blue Hill Ave,Dorchester,MA,2121,B,Female,Owner,,36-537-6631,1 to 4,"Less Than $500,000",(617) 905-5606,724101,Barbers,724101,Barbers,Closed/Out of Business
Ryan Tax Payroll Svc,William,Ryan,60 Westglow St,Dorchester,MA,2122,B+,Male,Owner,,40-771-9930,5 to 9,$2.5-5 Million,(617) 288-2668,811198,Legal Services,811198,Legal Services,Closed/Out of Business
S A S Heating/Cooling,,,30 Groveland St,Mattapan,MA,2126,B+,,,,40-770-8714,5 to 9,$1-2.5 Million,(617) 653-8811,171117,Air Conditioning Contractors & Systems,171117,Air Conditioning Contractors & Systems,Closed/Out of Business
S S Entity Inc,Badra,Syed,1 Savin Hill Ave,Dorchester,MA,2125,U,Female,President,,71-060-8385,,,(617) 287-2369,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Saf-Lok Scaffolding Inc,Nicolas,Sardano,59 Enterprise St,Dorchester,MA,2125,A,Male,Manager,,30-003-0152,5 to 9,$1-2.5 Million,(617) 288-0111,344403,Sheet Metal Fabricators (Mfrs),344403,Sheet Metal Fabricators (Mfrs),Closed/Out of Business
Safeplace,,,1 Marvin St,Roxbury,MA,2119,U,,,,35-532-1910,,,(617) 445-2200,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Saigon Cafe,Marymai,Nguen,1478 Dorchester Ave,Dorchester,MA,2122,A,,President,,41-669-0937,5 to 9,"$500,000-1 Million",(857) 277-9605,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Salcedo De Dia, Jacqueline",Jacqueline,Salcedo DE Dia,520 Dudley St,Roxbury,MA,2119,B,Female,,,70-750-2622,1 to 4,"Less Than $500,000",(617) 445-6655,832282,Counselors,832282,Counselors,Closed/Out of Business
San Carlos Restaurant,Pasqual,Mota,14 Hancock St,Dorchester,MA,2125,A,Male,Manager,,42-660-4400,5 to 9,"$500,000-1 Million",(617) 514-3590,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Santos, Lanyeli",Lanyeli,Santos,434 Warren St,Dorchester,MA,2121,B,Female,,6179890277,70-750-6231,1 to 4,"Less Than $500,000",(617) 989-0292,832282,Counselors,832282,Counselors,Closed/Out of Business
Scents & Stuffs,Kahaya J,Cosby,300 Martin Luther King Blvd,Roxbury,MA,2119,B,Male,Owner,,97-669-9835,1 to 4,"Less Than $500,000",(617) 427-4227,594712,Gift Shops,594712,Gift Shops,Closed/Out of Business
School Street Condominium,,,140 School St,Roxbury,MA,2119,B+,,,,70-534-6926,5 to 9,$5-10 Million,(617) 522-0513,651301,Condominiums,651301,Condominiums,Closed/Out of Business
Scrubs USA Inc,Benjamin,Hollins,190 Bowdoin St,Dorchester,MA,2122,B+,Male,CEO,,40-768-8731,1 to 4,$1-2.5 Million,(617) 957-3861,571305,Carpet & Rug Dealers-New,571305,Carpet & Rug Dealers-New,Closed/Out of Business
"Seigal, Nancy B Np",Nancy B,Seigal,10 Gove St,East Boston,MA,2128,B+,Female,,,63-616-1549,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Seo Noobie,,,60 Dudley St,Roxbury,MA,2119,B+,,,,41-650-0006,5 to 9,$1-2.5 Million,(617) 279-0027,874214,Marketing Consultants,874214,Marketing Consultants,Closed/Out of Business
Servisair,,,13 Logan Airport,East Boston,MA,2128,B+,,,,42-731-2295,50 to 99,$10-20 Million,(617) 634-6200,458111,Airline Support Services,458111,Airline Support Services,Closed/Out of Business
"Sherman, Rebekah",Rebekah,Sherman,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2613,1 to 4,"Less Than $500,000",(617) 282-3200,804939,Pharmacists,804939,Pharmacists,Closed/Out of Business
Shipyard Rehearsals,,,100 Condor St,East Boston,MA,2128,U,,,,71-348-4344,,,(917) 524-9284,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Silk Screen Printing,,,50 Von Hillern St,Dorchester,MA,2125,C+,,,,70-663-2444,1 to 4,"Less Than $500,000",(617) 426-4500,569917,T-Shirts-Retail,569917,T-Shirts-Retail,Closed/Out of Business
"Silva, Rochelle",Rochelle,Silva,75 Christopher St,Dorchester,MA,2122,B,Female,,,70-750-4679,1 to 4,"Less Than $500,000",(857) 264-0965,832282,Counselors,832282,Counselors,Closed/Out of Business
"Simaitis, Benjamin",Benjamin,Simaitis,1353 Dorchester Ave,Dorchester,MA,2122,B,Male,,,70-794-4555,1 to 4,"Less Than $500,000",(617) 740-2415,804918,Physical Therapists,804918,Physical Therapists,Closed/Out of Business
Skanska USA,,,256 Marginal St,East Boston,MA,2128,U,,,,71-342-5985,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Small Smiles Dental Ctr,Naijie,Guan,90 River St # 6,Mattapan,MA,2126,A,,,,40-324-3457,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Dental Ctr,Rickey E,Smith,90 River St # 6,Mattapan,MA,2126,A,Male,,,42-151-9302,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Dental Ctr,Raj,Pande,90 River St # 6,Mattapan,MA,2126,A,Male,,,42-786-3004,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Dental Ctr,Stephanie A,Sadler,90 River St # 6,Mattapan,MA,2126,B+,Female,,,43-842-4553,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Of Mattapan,Jun,Yu,90 River St # 6,Mattapan,MA,2126,A,Male,,,42-503-1775,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Of Mattapan,Youn J,Park,90 River St # 6,Mattapan,MA,2126,A,Male,,,69-326-3600,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Of Mattapan,Douglas H,Macgilpin,90 River St # 6,Mattapan,MA,2126,A,Male,,,69-923-9398,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Small Smiles Of Mattapan,Seemeen S,Sheikh,90 River St # 6,Mattapan,MA,2126,A,,,,69-926-1301,1 to 4,"$500,000-1 Million",(617) 698-5437,802101,Dentists,802101,Dentists,Closed/Out of Business
Smashing Designs,Andrew,Joseph,699 Cummins Hwy,Mattapan,MA,2126,B,Male,Owner,,40-772-5114,1 to 4,"Less Than $500,000",(617) 413-7950,594902,Fabric Shops,594902,Fabric Shops,Closed/Out of Business
"Smith, Kandis A DDS",Kandis A,Smith,435 Warren St,Roxbury,MA,2119,A,Female,,6174426261,42-502-9601,1 to 4,"$500,000-1 Million",(617) 442-7400,802101,Dentists,802101,Dentists,Closed/Out of Business
Smokesplace,,,40 Lorna Rd,Mattapan,MA,2126,U,,,,71-343-8939,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Snapchef,William,Mcdonough,420 Washington St,Dorchester,MA,2124,C+,Male,Director,,70-771-5469,1 to 4,"Less Than $500,000",(617) 514-3421,736123,Personal Chefs,736123,Personal Chefs,Closed/Out of Business
Social Logic,,,176 Princeton St # 1,East Boston,MA,2128,U,,,,71-111-9765,,,(516) 659-2797,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Solages, Anthony MD",Anthony,Solages,59 Townsend St,Roxbury,MA,2119,A,Male,,6175411668,63-612-1196,1 to 4,"$500,000-1 Million",(617) 442-8760,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
South Bay Ctr,,,8a Allstate Rd,Dorchester,MA,2125,A+,,,,42-731-6675,20 to 49,$2.5-5 Million,(617) 369-6611,653118,Real Estate,653118,Real Estate,Closed/Out of Business
South Bay Mental Health,Genevieve A,Nave,415 Neponset Ave # 6,Dorchester,MA,2122,B,Female,,,70-750-3989,1 to 4,"Less Than $500,000",(857) 217-3700,832282,Counselors,832282,Counselors,Closed/Out of Business
South Boston Tattoo & Body,,,98 Tenean St,Dorchester,MA,2122,C+,,,,36-021-6626,1 to 4,"Less Than $500,000",(617) 464-2000,729943,Tattooing,729943,Tattooing,Closed/Out of Business
Sovereign Bank,,,300 Seaver St,Dorchester,MA,2121,A,,,,71-344-5151,50 to 99,$10-20 Million,Not Available,602101,Banks,602101,Banks,Closed/Out of Business
Sovereign Bank,,,42 Oldfields Rd,Dorchester,MA,2121,A,,,,71-344-4237,50 to 99,$10-20 Million,Not Available,602101,Banks,602101,Banks,Closed/Out of Business
Sovereign Bank,,,585 Columbia Rd,Dorchester,MA,2125,A,,,,44-028-3543,50 to 99,$10-20 Million,Not Available,602101,Banks,602101,Banks,Closed/Out of Business
Sovereign Bank,,,2 Meridian St,East Boston,MA,2128,A,,,,71-989-4531,50 to 99,$10-20 Million,Not Available,602101,Banks,602101,Banks,Closed/Out of Business
Spanish Church-God-Boston,David,Morales,450 Quincy St,Dorchester,MA,2125,I,Male,Owner,,40-767-2584,1 to 4,,(617) 364-4784,866107,Churches,866107,Churches,Closed/Out of Business
"Spinelli, Linda Np",Linda,Spinelli,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2607,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
St Joseph Nursing & Rehab,Avril J,Jackson-Black,321 Centre St,Dorchester,MA,2122,B+,Female,,,40-268-2243,1 to 4,"Less Than $500,000",(617) 825-6320,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Stacks MANAGEMENT,,,109 Blue Hill Ave,Roxbury,MA,2119,C+,,,,40-193-2916,1 to 4,$2.5-5 Million,(617) 442-2080,481207,Cellular Telephones (Services),481207,Cellular Telephones (Services),Closed/Out of Business
Star Five Oil Corp Co,James,Patterson,303 Geneva Ave,Dorchester,MA,2121,A,Male,President,,48-377-4717,5 to 9,$100-500 Million,(617) 282-6022,517206,Oils-Fuel (Whls),517206,Oils-Fuel (Whls),Closed/Out of Business
Star-Light Dry Cleaners,,,75 River St,Mattapan,MA,2126,B+,,,,85-367-7359,1 to 4,"Less Than $500,000",(617) 298-9632,721201,Cleaners,721201,Cleaners,Closed/Out of Business
